provincia,dedicacion,tipo_contrato,salario_bruto_ars,salario_neto_ars,sueldo_dolarizado,seniority,rol,anios_experiencia,modalidad,genero,tamanio_empresa,lenguajes,conformidad_ingresos,buscando_trabajo,lenguaje_principal,experiencia_bucket
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3215000.0,2600000.0,False,Junior,Data Engineer,2,Híbrido (presencial y remoto),Hombre Cis,Más de 10000 personas,"Javascript, Python",2,"Sí, estoy buscando activamente.",Javascript,0-2 años
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2000000.0,2400000.0,False,Semi-Senior,Developer,4,100% remoto,Hombre Cis,De 201 a 500 personas,"HTML, Java, Javascript, Python, SQL",1,"Sí, estoy buscando activamente.",HTML,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6500000.0,5700000.0,False,Senior,SysAdmin / DevOps / SRE,35,Híbrido (presencial y remoto),Hombre Cis,De 501 a 1000 personas,"COBOL, Java, Python, SQL",4,"No, pero escucho ofertas.",COBOL,10+ años
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1991000.0,,False,Semi-Senior,Developer,5,100% remoto,Hombre Cis,Más de 10000 personas,"Java, TypeScript",2,"No, pero escucho ofertas.",Java,3-5 años
Santa Fe,Full-Time,Staff (planta permanente),2149289.0,1823910.0,False,Senior,SysAdmin / DevOps / SRE,18,100% presencial,Hombre Cis,De 101 a 200 personas,"Bash/Shell, Javascript, PHP, SQL",2,"No, pero escucho ofertas.",Bash/Shell,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2700000.0,2200000.0,False,Junior,Developer,2,Híbrido (presencial y remoto),Hombre Cis,De 11  a 50  personas,TypeScript,3,"No, estoy muy conforme.",TypeScript,0-2 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6871000.0,5700000.0,False,Senior,BI Analyst / Data Analyst,9,Híbrido (presencial y remoto),Hombre Cis,De 1001 a 2000 personas,SQL,3,"No, pero escucho ofertas.",SQL,6-10 años
Tucumán,Full-Time,Staff (planta permanente),1450000.0,1250000.0,False,Senior,Finance,25,100% presencial,Hombre Cis,De 101 a 200 personas,Ninguno de los anteriores,1,"Sí, estoy buscando activamente.",Ninguno de los anteriores,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4000000.0,400000.0,False,Senior,Manager / Director,20,Híbrido (presencial y remoto),Hombre Cis,De 501 a 1000 personas,SQL,2,"Sí, estoy buscando activamente.",SQL,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5000000.0,4600000.0,False,Senior,Developer,15,Híbrido (presencial y remoto),Hombre Cis,De 51 a 100 personas,".NET, C#, HTML, Java, Javascript, SQL",4,"No, estoy muy conforme.",.NET,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4000000.0,3200000.0,False,Senior,SysAdmin / DevOps / SRE,12,100% remoto,Hombre Cis,De 501 a 1000 personas,Bash/Shell,3,"No, pero escucho ofertas.",Bash/Shell,10+ años
Entre Ríos,Full-Time,Staff (planta permanente),1800000.0,2400000.0,False,Semi-Senior,BI Analyst / Data Analyst,5,100% presencial,Hombre Cis,De 2001a 5000 personas,Python,3,"No, estoy muy conforme.",Python,3-5 años
Santa Fe,Full-Time,Staff (planta permanente),3265000.0,2820000.0,False,Semi-Senior,Networking,5,Híbrido (presencial y remoto),Hombre Cis,De 11  a 50  personas,"HTML, Javascript, Python, TypeScript",2,"No, pero escucho ofertas.",HTML,3-5 años
Buenos Aires,Full-Time,Staff (planta permanente),4500000.0,3800000.0,False,Semi-Senior,Developer,5,Híbrido (presencial y remoto),Hombre Cis,Más de 10000 personas,".NET, Bash/Shell, Go, HTML, Javascript, SQL, TypeScript",3,"No, pero escucho ofertas.",.NET,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1513000.0,1250500.0,False,Senior,Manager / Director,12,100% remoto,Hombre Cis,De 11  a 50  personas,Ninguno de los anteriores,1,"Sí, estoy buscando activamente.",Ninguno de los anteriores,10+ años
Buenos Aires,Full-Time,Staff (planta permanente),3234000.0,2721000.0,False,Semi-Senior,Developer,4,100% remoto,Hombre Cis,De 201 a 500 personas,"HTML, Python, TypeScript",3,"No, pero escucho ofertas.",HTML,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4000000.0,3000000.0,False,Senior,Developer,9,Híbrido (presencial y remoto),Prefiero no decir,De 1001 a 2000 personas,"CSS, HTML, Java, Javascript, Kotlin, SQL, TypeScript",3,"No, pero escucho ofertas.",CSS,6-10 años
Santa Fe,Full-Time,Staff (planta permanente),5800000.0,4500000.0,False,Semi-Senior,Developer,4,100% remoto,Hombre Cis,De 1001 a 2000 personas,"Go, Kotlin",3,"No, pero escucho ofertas.",Go,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4945080.0,4680386.0,False,Senior,SysAdmin / DevOps / SRE,28,100% remoto,Hombre Cis,Más de 10000 personas,"Bash/Shell, Java, PHP, Python",4,"No, pero escucho ofertas.",Bash/Shell,10+ años
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),5380000.0,5178000.0,False,Semi-Senior,Developer,4,100% remoto,Hombre Cis,De 1001 a 2000 personas,"Javascript, SQL, TypeScript",3,"No, pero escucho ofertas.",Javascript,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3700000.0,3400000.0,False,Semi-Senior,Developer,4,Híbrido (presencial y remoto),Hombre Cis,Más de 10000 personas,Java,4,"No, pero escucho ofertas.",Java,3-5 años
Buenos Aires,Full-Time,Staff (planta permanente),2841000.0,2300000.0,False,Senior,Networking,20,Híbrido (presencial y remoto),Hombre Cis,De 1001 a 2000 personas,Ninguno de los anteriores,2,"No, pero escucho ofertas.",Ninguno de los anteriores,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2440000.0,1900000.0,False,Semi-Senior,Consultant,5,Híbrido (presencial y remoto),Mujer Cis,Más de 10000 personas,"Javascript, TypeScript, CAP, Fiori, Hana",2,"Sí, estoy buscando activamente.",Javascript,3-5 años
Buenos Aires,Full-Time,Staff (planta permanente),6300000.0,4800000.0,False,Senior,Architect,15,100% remoto,Hombre Cis,Más de 10000 personas,"HTML, Java, Javascript, Kotlin, Python, Swift, TypeScript",3,"No, pero escucho ofertas.",HTML,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2375366.0,1959673.0,False,Senior,SysAdmin / DevOps / SRE,25,100% presencial,Hombre Cis,De 11  a 50  personas,Ninguno de los anteriores,1,"No, pero escucho ofertas.",Ninguno de los anteriores,10+ años
Santa Fe,Full-Time,Staff (planta permanente),3253581.27,3821389.0,False,Senior,Manager / Director,15,100% remoto,Hombre Cis,De 11  a 50  personas,"Python, SQL, VBA",2,"No, pero escucho ofertas.",Python,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2600000.0,2200000.0,False,Semi-Senior,Developer,4,Híbrido (presencial y remoto),Mujer Cis,De 11  a 50  personas,"HTML, Javascript, Python, SQL, TypeScript, VBA",1,"Sí, estoy buscando activamente.",HTML,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3600000.0,3100000.0,False,Semi-Senior,BI Analyst / Data Analyst,4,Híbrido (presencial y remoto),Hombre Cis,De 101 a 200 personas,"R, SQL",4,"Sí, estoy buscando activamente.",R,3-5 años
Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,2100000.0,False,Semi-Senior,UX/UI Designer,4,Híbrido (presencial y remoto),Mujer Cis,De 51 a 100 personas,Ninguno de los anteriores,3,"No, pero escucho ofertas.",Ninguno de los anteriores,3-5 años
Buenos Aires,Part-Time,Staff (planta permanente),2449367.0,1979000.0,False,Semi-Senior,Developer,3,Híbrido (presencial y remoto),Hombre Cis,De 51 a 100 personas,"CSS, HTML, Javascript, PHP, SQL",4,"No, pero escucho ofertas.",CSS,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4960000.0,3730000.0,False,Senior,Technical Leader,15,Híbrido (presencial y remoto),Hombre Cis,De 51 a 100 personas,"Python, R, SQL",2,"No, pero escucho ofertas.",Python,10+ años
Santa Fe,Full-Time,Staff (planta permanente),1681500.0,1395500.0,False,Senior,Developer,11,100% remoto,Hombre Cis,De 11  a 50  personas,VBA,3,"No, pero escucho ofertas.",VBA,10+ años
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),4000000.0,3500000.0,False,Senior,Infosec,10,Híbrido (presencial y remoto),Hombre Cis,De 501 a 1000 personas,"Bash/Shell, Python",2,"No, pero escucho ofertas.",Bash/Shell,6-10 años
Buenos Aires,Full-Time,Staff (planta permanente),7900000.0,5500000.0,False,Senior,Data Scientist,6,Híbrido (presencial y remoto),Mujer Cis,De 51 a 100 personas,"C, C++, Python, R, Scala, SQL",2,"Sí, estoy buscando activamente.",C,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4100000.0,3200000.0,False,Semi-Senior,SysAdmin / DevOps / SRE,4,Híbrido (presencial y remoto),Hombre Cis,De 501 a 1000 personas,"Bash/Shell, Python",3,"No, pero escucho ofertas.",Bash/Shell,3-5 años
Mendoza,Full-Time,Staff (planta permanente),1062739.0,1015000.0,False,Semi-Senior,Designer,4,100% remoto,Mujer Cis,De 51 a 100 personas,HTML,2,"No, pero escucho ofertas.",HTML,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1100000.0,1100000.0,False,Semi-Senior,QA / Tester,4,100% presencial,Hombre Cis,De 2 a 10 personas,SQL,2,"No, pero escucho ofertas.",SQL,3-5 años
Mendoza,Full-Time,Staff (planta permanente),1810000.0,1500000.0,False,Semi-Senior,Developer,5,100% remoto,Mujer Cis,De 101 a 200 personas,"CSS, HTML, Javascript, TypeScript",2,"No, pero escucho ofertas.",CSS,3-5 años
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1000000.0,1000000.0,False,Junior,On site support,1,100% presencial,Hombre Cis,De 51 a 100 personas,Ninguno de los anteriores,1,"Sí, estoy buscando activamente.",Ninguno de los anteriores,0-2 años
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1000000.0,1000000.0,False,Junior,On site support,2,100% presencial,Hombre Cis,De 1001 a 2000 personas,"Ninguno de los anteriores, ",1,"Sí, estoy buscando activamente.",Ninguno de los anteriores,0-2 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),8500000.0,6300000.0,False,Senior,Developer,7,Híbrido (presencial y remoto),Hombre Cis,De 51 a 100 personas,"CSS, HTML, Java, Javascript, TypeScript",4,"No, estoy muy conforme.",CSS,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2553693.0,2160122.0,False,Senior,Developer,6,100% remoto,Hombre Cis,De 101 a 200 personas,"HTML, Java, SQL, TypeScript",3,"No, pero escucho ofertas.",HTML,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4964066.0,3886156.0,False,Semi-Senior,Technical Leader,5,Híbrido (presencial y remoto),Hombre Cis,De 201 a 500 personas,"HTML, Javascript, TypeScript",3,"No, pero escucho ofertas.",HTML,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1600000.0,1300000.0,False,Junior,Developer,2,100% remoto,Hombre Cis,De 501 a 1000 personas,"Bash/Shell, Javascript, TypeScript",2,"No, pero escucho ofertas.",Bash/Shell,0-2 años
Córdoba,Full-Time,Staff (planta permanente),3556851.0,3059622.0,False,Semi-Senior,Developer,4,100% remoto,Hombre Cis,De 101 a 200 personas,Python,3,"No, pero escucho ofertas.",Python,3-5 años
Salta,Full-Time,Staff (planta permanente),3900000.0,3400000.0,False,Senior,Business Analyst,15,100% remoto,Mujer Cis,De 11  a 50  personas,apex,2,"No, pero escucho ofertas.",apex,10+ años
Buenos Aires,Full-Time,Contractor,1223000.0,1103000.0,False,Junior,SysAdmin / DevOps / SRE,2,Híbrido (presencial y remoto),Hombre Cis,De 1001 a 2000 personas,"CSS, HTML, Javascript, Python, SQL, TypeScript",2,"No, pero escucho ofertas.",CSS,0-2 años
Córdoba,Full-Time,Contractor,2150000.0,,False,Junior,Developer,2,100% remoto,Mujer Cis,De 51 a 100 personas,".NET, C#, CSS, HTML, Javascript, SQL",3,"No, pero escucho ofertas.",.NET,0-2 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4500000.0,2400000.0,False,Senior,Developer,13,Híbrido (presencial y remoto),Hombre Cis,De 2001a 5000 personas,"COBOL, SQL",3,"No, pero escucho ofertas.",COBOL,10+ años
Buenos Aires,Full-Time,Staff (planta permanente),2400000.0,2100000.0,False,Senior,Developer,6,100% remoto,Hombre Cis,De 51 a 100 personas,"Java, SQL",2,"No, pero escucho ofertas.",Java,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4300000.0,3300000.0,False,Semi-Senior,Product Owner,4,Híbrido (presencial y remoto),Hombre Cis,De 2001a 5000 personas,"Python, SQL",3,"No, estoy muy conforme.",Python,3-5 años
San Juan,Full-Time,Staff (planta permanente),4400000.0,4800000.0,False,Senior,Developer,16,100% presencial,Hombre Cis,De 201 a 500 personas,.NET,3,"No, pero escucho ofertas.",.NET,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),3700000.0,2600000.0,False,Junior,QA / Tester,2,Híbrido (presencial y remoto),Mujer Cis,Más de 10000 personas,Python,3,"No, pero escucho ofertas.",Python,0-2 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3800000.0,3200000.0,False,Senior,SysAdmin / DevOps / SRE,18,Híbrido (presencial y remoto),Hombre Cis,De 501 a 1000 personas,"CSS, HTML, Javascript, Python, SQL",2,"No, pero escucho ofertas.",CSS,10+ años
Buenos Aires,Full-Time,Staff (planta permanente),3800000.0,3100000.0,False,Semi-Senior,Data Scientist,4,Híbrido (presencial y remoto),Hombre Cis,De 501 a 1000 personas,"Python, SQL",3,"No, pero escucho ofertas.",Python,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4220600.0,3600000.0,False,Semi-Senior,Developer,3,100% presencial,Hombre Cis,De 2 a 10 personas,"CSS, HTML, Javascript, PHP",3,"No, estoy muy conforme.",CSS,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2100000.0,1743000.0,False,Semi-Senior,HelpDesk,5,Híbrido (presencial y remoto),Hombre Cis,De 101 a 200 personas,"CSS, HTML, Javascript, Python, SQL",2,"No, pero escucho ofertas.",CSS,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6320000.0,,False,Senior,Manager / Director,25,Híbrido (presencial y remoto),Hombre Cis,De 501 a 1000 personas,Ninguno de los anteriores,3,"No, pero escucho ofertas.",Ninguno de los anteriores,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2251850.0,1917036.0,False,Junior,Project Manager,2,100% remoto,Hombre Cis,De 11  a 50  personas,JQL (Jira Query Language),2,"No, pero escucho ofertas.",JQL (Jira Query Language),0-2 años
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),4975000.0,4100000.0,False,Senior,SysAdmin / DevOps / SRE,15,100% remoto,Hombre Cis,De 101 a 200 personas,Ninguno de los anteriores,3,"No, pero escucho ofertas.",Ninguno de los anteriores,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3600000.0,2850000.0,False,Senior,Technical Leader,10,100% remoto,Hombre Cis,De 11  a 50  personas,"Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL, TypeScript",2,"No, estoy muy conforme.",Bash/Shell,6-10 años
Santa Fe,Full-Time,Participación societaria en una cooperativa,4163000.0,3780000.0,False,Senior,Data Scientist,22,100% remoto,Hombre Cis,De 101 a 200 personas,Python,3,"No, estoy muy conforme.",Python,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4200000.0,2850000.0,False,Semi-Senior,Product Owner,4,Híbrido (presencial y remoto),Hombre Cis,De 201 a 500 personas,"Python, SQL",3,"No, pero escucho ofertas.",Python,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,1450000.0,1370000.0,False,Senior,Designer,15,Híbrido (presencial y remoto),Hombre Cis,De 5001 a 10000 personas,"CSS, HTML, Python",2,"No, pero escucho ofertas.",CSS,10+ años
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),1100000.0,1100000.0,False,Junior,Developer,2,Híbrido (presencial y remoto),Mujer Cis,De 201 a 500 personas,"CSS, HTML, Javascript, Python",4,"No, estoy muy conforme.",CSS,0-2 años
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),4000000.0,3300000.0,False,Senior,SysAdmin / DevOps / SRE,10,Híbrido (presencial y remoto),Hombre Cis,De 2001a 5000 personas,Ninguno de los anteriores,2,"Sí, estoy buscando activamente.",Ninguno de los anteriores,6-10 años
Santa Fe,Full-Time,Staff (planta permanente),2055000.0,1674000.0,False,Semi-Senior,QA / Tester,5,Híbrido (presencial y remoto),Hombre Cis,De 51 a 100 personas,"Javascript, SQL",3,"No, pero escucho ofertas.",Javascript,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2698785.0,2318388.0,False,Senior,Developer,10,100% remoto,Hombre Cis,De 201 a 500 personas,"CSS, HTML, Kotlin, SQL, TypeScript",3,"No, pero escucho ofertas.",CSS,6-10 años
Buenos Aires,Full-Time,Staff (planta permanente),1300000.0,1070000.0,False,Semi-Senior,Developer,3,Híbrido (presencial y remoto),Hombre Cis,De 11  a 50  personas,.NET,1,"Sí, estoy buscando activamente.",.NET,3-5 años
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),2260000.0,1900000.0,False,Senior,SysAdmin / DevOps / SRE,24,Híbrido (presencial y remoto),Hombre Cis,De 51 a 100 personas,"Bash/Shell, SQL",3,"No, pero escucho ofertas.",Bash/Shell,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3600000.0,2900000.0,False,Semi-Senior,Developer,5,Híbrido (presencial y remoto),Hombre Cis,Más de 10000 personas,"CSS, Go, HTML, Java, Javascript, SQL",2,"Sí, estoy buscando activamente.",CSS,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),3200000.0,2700000.0,False,Senior,Functional Analyst,20,Híbrido (presencial y remoto),Mujer Cis,De 1001 a 2000 personas,".NET, SQL",1,"No, pero escucho ofertas.",.NET,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2000000.0,1600000.0,False,Senior,Developer,6,100% remoto,Hombre Cis,De 51 a 100 personas,"Bash/Shell, CSS, HTML, Java, Javascript, PHP, SQL",3,"No, pero escucho ofertas.",Bash/Shell,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2242500.53,1921276.0,False,Semi-Senior,QA / Tester,4,100% remoto,Hombre Cis,De 201 a 500 personas,"HTML, TypeScript",3,"No, pero escucho ofertas.",HTML,3-5 años
Buenos Aires,Full-Time,Staff (planta permanente),2400000.0,2000000.0,False,Senior,Developer,7,100% remoto,Hombre Cis,De 11  a 50  personas,"Javascript, Python",2,"No, pero escucho ofertas.",Javascript,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4700000.0,3800000.0,False,Senior,QA / Tester,9,100% remoto,Hombre Cis,De 5001 a 10000 personas,".NET, C#, Javascript, Python, SQL",3,"No, pero escucho ofertas.",.NET,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4500000.0,3900000.0,False,Semi-Senior,Infosec,4,Híbrido (presencial y remoto),Hombre Cis,De 2001a 5000 personas,Python,3,"No, pero escucho ofertas.",Python,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4280000.0,3550000.0,False,Senior,Consultant,19,100% remoto,Hombre Cis,De 101 a 200 personas,ABAP,2,"No, pero escucho ofertas.",ABAP,10+ años
Entre Ríos,Full-Time,Staff (planta permanente),1521333.0,1352900.0,False,Senior,SysAdmin / DevOps / SRE,7,100% presencial,Hombre Cis,De 2 a 10 personas,Bash/Shell,1,"No, pero escucho ofertas.",Bash/Shell,6-10 años
